"metric","model","dgp","mean_value","sd_y","value"
"rmse","BART_s-learner","dgp57",0.0837534822528322,NA,NA
"rmse","BART_t-learner","dgp57",0.0813114474887074,NA,NA
"rmse","causal_forest","dgp57",0.0968693607974855,NA,NA
"rmse","weighting","dgp57",0.0870969704870536,NA,NA
"rmse","BART_ps-bart","dgp58",0.109763250370435,NA,NA
"rmse","BART_ps-glm","dgp58",0.109225037358016,NA,NA
"rmse","BART_s-learner","dgp58",0.106694578347687,NA,NA
"rmse","BART_t-learner","dgp58",0.110778314374703,NA,NA
"rmse","causal_forest","dgp58",0.104157437883859,NA,NA
"rmse","weighting","dgp58",0.115767537102051,NA,NA
"rmse","BART_ps-bart","dgp59",0.0877980250293182,NA,NA
"rmse","BART_ps-glm","dgp59",0.0875478241326856,NA,NA
"rmse","BART_s-learner","dgp59",0.0873352354723011,NA,NA
"rmse","BART_t-learner","dgp59",0.0844483572245743,NA,NA
"rmse","causal_forest","dgp59",0.0984968453257106,NA,NA
"rmse","weighting","dgp59",0.0962880306494424,NA,NA
"rmse","BART_ps-bart","dgp60",0.0898875858412914,NA,NA
"rmse","BART_ps-glm","dgp60",0.0898500655919328,NA,NA
"rmse","BART_s-learner","dgp60",0.091707676461376,NA,NA
"rmse","BART_t-learner","dgp60",0.0833951202726462,NA,NA
"rmse","causal_forest","dgp60",0.0980795078762041,NA,NA
"rmse","weighting","dgp60",0.0808609094784438,NA,NA
"rmse","BART_ps-bart","dgp61",0.176683257048386,NA,NA
"rmse","BART_ps-glm","dgp61",0.176721969451736,NA,NA
"rmse","BART_s-learner","dgp61",0.174558481707669,NA,NA
"rmse","BART_t-learner","dgp61",0.199723870179066,NA,NA
"rmse","causal_forest","dgp61",0.210887945838942,NA,NA
"rmse","weighting","dgp61",0.197325080831938,NA,NA
"rmse","BART_ps-bart","dgp62",0.210192635937975,NA,NA
"rmse","BART_ps-glm","dgp62",0.209947366044037,NA,NA
"rmse","BART_s-learner","dgp62",0.209745525040396,NA,NA
"rmse","BART_t-learner","dgp62",0.248021391010751,NA,NA
"rmse","causal_forest","dgp62",0.22810712093108,NA,NA
"rmse","weighting","dgp62",0.283484206793606,NA,NA
"rmse","BART_ps-bart","dgp63",0.257005547541628,NA,NA
"rmse","BART_ps-glm","dgp63",0.250962829820097,NA,NA
"rmse","BART_s-learner","dgp63",0.240748323420708,NA,NA
"rmse","BART_t-learner","dgp63",0.230710758515925,NA,NA
"rmse","causal_forest","dgp63",0.235492496938103,NA,NA
"rmse","weighting","dgp63",0.32368317580468,NA,NA
"rmse","BART_ps-bart","dgp64",0.16625913624238,NA,NA
"rmse","BART_ps-glm","dgp64",0.160762265106215,NA,NA
"rmse","BART_s-learner","dgp64",0.159387035064199,NA,NA
"rmse","BART_t-learner","dgp64",0.166505842631431,NA,NA
"rmse","causal_forest","dgp64",0.151772762515447,NA,NA
"rmse","weighting","dgp64",0.301159496844658,NA,NA
"normalized_ci","BART_ps-bart","dgp29",1.52838583733001,19.9564769850896,0.0765859544483695
"normalized_ci","BART_ps-bart","dgp30",1.86287398901805,24.5898008170005,0.0757579942546798
"normalized_ci","BART_ps-bart","dgp31",1.6113598002796,18.1414398948106,0.0888220455279591
"normalized_ci","BART_ps-bart","dgp32",1.37357081835856,12.7171950631035,0.108008944703829
"normalized_ci","BART_ps-bart","dgp37",0.806268619836713,5.27657170666302,0.152801603893413
"normalized_ci","BART_ps-bart","dgp38",0.589442718355644,1.43135321878201,0.41180800840845
"normalized_ci","BART_ps-bart","dgp39",0.958052291247837,13.9299658489097,0.0687763560685846
"normalized_ci","BART_ps-bart","dgp40",0.542644523068197,5.52393341058607,0.0982351673588739
"normalized_ci","BART_ps-bart","dgp57",0.356562354878863,1.2410211731268,0.287313675705057
"normalized_ci","BART_ps-bart","dgp58",0.39744630461572,1.38843459274547,0.286254971384583
"normalized_ci","BART_ps-bart","dgp59",0.379135065953054,1.21960116972017,0.310868073404722
"normalized_ci","BART_ps-bart","dgp60",0.304825874606531,1.20335430580211,0.253313486424387
"normalized_ci","BART_ps-bart","dgp61",0.840235171436018,3.14493574825809,0.267170854571959
"normalized_ci","BART_ps-bart","dgp62",0.879712193886221,2.56939762184912,0.342380714610111
"normalized_ci","BART_ps-bart","dgp63",0.983476081042738,2.75406925820195,0.357099255261584
"normalized_ci","BART_ps-bart","dgp64",0.628227167423127,3.23850610971911,0.19398671675738
"normalized_ci","BART_ps-glm","dgp29",1.52455480377304,19.9564769850896,0.0763939850160978
"normalized_ci","BART_ps-glm","dgp30",1.81221903835503,24.5898008170005,0.0736979958415169
"normalized_ci","BART_ps-glm","dgp31",1.59850320046177,18.1414398948106,0.0881133586821313
"normalized_ci","BART_ps-glm","dgp32",1.33742721732208,12.7171950631035,0.105166839911292
"normalized_ci","BART_ps-glm","dgp37",0.794837750635685,5.27657170666302,0.150635259941981
"normalized_ci","BART_ps-glm","dgp38",0.574392403672441,1.43135321878201,0.401293263001296
"normalized_ci","BART_ps-glm","dgp39",0.947609774235432,13.9299658489097,0.0680267119470075
"normalized_ci","BART_ps-glm","dgp40",0.538004532599859,5.52393341058607,0.0973951879233061
"normalized_ci","BART_ps-glm","dgp57",0.355076872262503,1.2410211731268,0.286116691601541
"normalized_ci","BART_ps-glm","dgp58",0.393960787064167,1.38843459274547,0.283744577614675
"normalized_ci","BART_ps-glm","dgp59",0.375114691559452,1.21960116972017,0.307571606909429
"normalized_ci","BART_ps-glm","dgp60",0.303846734142465,1.20335430580211,0.252499810469314
"normalized_ci","BART_ps-glm","dgp61",0.834158929683275,3.14493574825809,0.265238782746292
"normalized_ci","BART_ps-glm","dgp62",0.870420567370915,2.56939762184912,0.338764448121696
"normalized_ci","BART_ps-glm","dgp63",0.969840019973986,2.75406925820195,0.352148014101565
"normalized_ci","BART_ps-glm","dgp64",0.619616524137112,3.23850610971911,0.191327884878023
"normalized_ci","BART_s-learner","dgp29",1.51958503221147,19.9564769850896,0.076144954510098
"normalized_ci","BART_s-learner","dgp30",1.80853137331335,24.5898008170005,0.0735480285819559
"normalized_ci","BART_s-learner","dgp31",1.52890960863748,18.1414398948106,0.0842771917500789
"normalized_ci","BART_s-learner","dgp32",1.33437612249278,12.7171950631035,0.104926921060149
"normalized_ci","BART_s-learner","dgp37",0.794262002964288,5.27657170666302,0.150526145974919
"normalized_ci","BART_s-learner","dgp38",0.5629881376711,1.43135321878201,0.393325791484346
"normalized_ci","BART_s-learner","dgp39",0.912296366630242,13.9299658489097,0.0654916441666401
"normalized_ci","BART_s-learner","dgp40",0.532619338588556,5.52393341058607,0.0964203039753962
"normalized_ci","BART_s-learner","dgp57",0.353247271784392,1.2410211731268,0.284642421445858
"normalized_ci","BART_s-learner","dgp58",0.392287341688388,1.38843459274547,0.28253930270686
"normalized_ci","BART_s-learner","dgp59",0.366656381993298,1.21960116972017,0.300636299059491
"normalized_ci","BART_s-learner","dgp60",0.302440962235419,1.20335430580211,0.25133159932795
"normalized_ci","BART_s-learner","dgp61",0.825724017532108,3.14493574825809,0.262556720908991
"normalized_ci","BART_s-learner","dgp62",0.857736424146693,2.56939762184912,0.333827826745401
"normalized_ci","BART_s-learner","dgp63",0.918273591401232,2.75406925820195,0.333424291588348
"normalized_ci","BART_s-learner","dgp64",0.617370691113234,3.23850610971911,0.190634406790352
"normalized_ci","BART_t-learner","dgp29",1.56633970511884,19.9564769850896,0.0784877865110723
"normalized_ci","BART_t-learner","dgp30",2.02600599200958,24.5898008170005,0.08239212700775
"normalized_ci","BART_t-learner","dgp31",1.5791820648072,18.1414398948106,0.0870483310014951
"normalized_ci","BART_t-learner","dgp32",1.34442346950522,12.7171950631035,0.105716981050783
"normalized_ci","BART_t-learner","dgp37",0.919074162547063,5.27657170666302,0.174180171073293
"normalized_ci","BART_t-learner","dgp38",0.555522913874621,1.43135321878201,0.388110290727075
"normalized_ci","BART_t-learner","dgp39",0.989086025616928,13.9299658489097,0.0710041960149058
"normalized_ci","BART_t-learner","dgp40",0.601752529383203,5.52393341058607,0.108935514723984
"normalized_ci","BART_t-learner","dgp57",0.352057572993003,1.2410211731268,0.283683776406474
"normalized_ci","BART_t-learner","dgp58",0.404463381810463,1.38843459274547,0.291308920077166
"normalized_ci","BART_t-learner","dgp59",0.362519121352474,1.21960116972017,0.297243992833864
"normalized_ci","BART_t-learner","dgp60",0.299963045298653,1.20335430580211,0.249272424465801
"normalized_ci","BART_t-learner","dgp61",0.835609339223699,3.14493574825809,0.265699971672402
"normalized_ci","BART_t-learner","dgp62",0.868700294976057,2.56939762184912,0.33809492450253
"normalized_ci","BART_t-learner","dgp63",0.95968273935143,2.75406925820195,0.348459914903512
"normalized_ci","BART_t-learner","dgp64",0.605980825362939,3.23850610971911,0.187117394512341
"normalized_ci","causal_forest","dgp29",1.65684193909549,19.9564769850896,0.0830227670111006
"normalized_ci","causal_forest","dgp30",1.95310847126989,24.5898008170005,0.079427584054263
"normalized_ci","causal_forest","dgp31",1.80880704517657,18.1414398948106,0.0997058147349142
"normalized_ci","causal_forest","dgp32",1.3319660272976,12.7171950631035,0.104737406376823
"normalized_ci","causal_forest","dgp37",1.97573104111976,5.27657170666302,0.374434604693213
"normalized_ci","causal_forest","dgp38",0.526720511325507,1.43135321878201,0.367987792540623
"normalized_ci","causal_forest","dgp39",3.16482653971574,13.9299658489097,0.227195570616812
"normalized_ci","causal_forest","dgp40",1.80655094187938,5.52393341058607,0.327040680544285
"normalized_ci","causal_forest","dgp57",0.356047764727241,1.2410211731268,0.286899025123129
"normalized_ci","causal_forest","dgp58",0.365916992336067,1.38843459274547,0.263546438736094
"normalized_ci","causal_forest","dgp59",0.350529615457412,1.21960116972017,0.287413315237996
"normalized_ci","causal_forest","dgp60",0.30403651396125,1.20335430580211,0.252657519481422
"normalized_ci","causal_forest","dgp61",0.830572556291761,3.14493574825809,0.264098418147905
"normalized_ci","causal_forest","dgp62",0.834422203382033,2.56939762184912,0.324754018718801
"normalized_ci","causal_forest","dgp63",0.854944656617104,2.75406925820195,0.310429613950694
"normalized_ci","causal_forest","dgp64",0.617864977918252,3.23850610971911,0.190787034819533
"normalized_ci","weighting","dgp29",1.59031808672433,19.9564769850896,0.0796893203100189
"normalized_ci","weighting","dgp30",2.38017651027546,24.5898008170005,0.0967952741052659
"normalized_ci","weighting","dgp31",1.88197068081731,18.1414398948106,0.103738771108001
"normalized_ci","weighting","dgp32",1.33117117312192,12.7171950631035,0.104674904058369
"normalized_ci","weighting","dgp37",0.672725593652684,5.27657170666302,0.127492931215773
"normalized_ci","weighting","dgp38",0.676569033582564,1.43135321878201,0.47267789997935
"normalized_ci","weighting","dgp39",1.39849872347881,13.9299658489097,0.100394985791604
"normalized_ci","weighting","dgp40",0.895370263317117,5.52393341058607,0.162089257195105
"normalized_ci","weighting","dgp57",0.349691252404104,1.2410211731268,0.281777023612775
"normalized_ci","weighting","dgp58",0.398557800076786,1.38843459274547,0.287055509967296
"normalized_ci","weighting","dgp59",0.368946045728017,1.21960116972017,0.302513686349341
"normalized_ci","weighting","dgp60",0.302260303555625,1.20335430580211,0.251181470077634
"normalized_ci","weighting","dgp61",0.849372247896451,3.14493574825809,0.270076184661928
"normalized_ci","weighting","dgp62",0.901102576158583,2.56939762184912,0.35070577184939
"normalized_ci","weighting","dgp63",0.884418507922348,2.75406925820195,0.321131542094827
"normalized_ci","weighting","dgp64",0.728620344593556,3.23850610971911,0.224986558588507
"normalized_rmse","BART_ps-bart","dgp29",0.430222538024638,19.9564769850896,0.0215580404470226
"normalized_rmse","BART_ps-glm","dgp29",0.435394111021559,19.9564769850896,0.0218171830301943
"normalized_rmse","BART_s-learner","dgp29",0.436651247519949,19.9564769850896,0.0218801769393561
"normalized_rmse","BART_t-learner","dgp29",0.464838473070712,19.9564769850896,0.0232926118882613
"normalized_rmse","causal_forest","dgp29",0.46404513917171,19.9564769850896,0.0232528586843469
"normalized_rmse","weighting","dgp29",0.431923425203702,19.9564769850896,0.0216432702789381
"normalized_rmse","BART_ps-bart","dgp30",0.494084037212788,24.5898008170005,0.020093047556172
"normalized_rmse","BART_ps-glm","dgp30",0.577836462943152,24.5898008170005,0.0234990298312484
"normalized_rmse","BART_s-learner","dgp30",0.5813386518347,24.5898008170005,0.0236414542826546
"normalized_rmse","BART_t-learner","dgp30",1.02229160637572,24.5898008170005,0.0415738059036632
"normalized_rmse","causal_forest","dgp30",0.931700108435942,24.5898008170005,0.0378896972517076
"normalized_rmse","weighting","dgp30",11.9145407814278,24.5898008170005,0.484531813417152
"normalized_rmse","BART_ps-bart","dgp31",0.404676088470511,18.1414398948106,0.0223067237670737
"normalized_rmse","BART_ps-glm","dgp31",0.392584762576951,18.1414398948106,0.0216402206689917
"normalized_rmse","BART_s-learner","dgp31",0.386846773964629,18.1414398948106,0.0213239288726628
"normalized_rmse","BART_t-learner","dgp31",0.387183886202952,18.1414398948106,0.0213425113137633
"normalized_rmse","causal_forest","dgp31",0.496825067541407,18.1414398948106,0.0273861981420519
"normalized_rmse","weighting","dgp31",0.513862200063983,18.1414398948106,0.028325326051488
"normalized_rmse","BART_ps-bart","dgp32",0.324493037077747,12.7171950631035,0.025516085541473
"normalized_rmse","BART_ps-glm","dgp32",0.314660042828829,12.7171950631035,0.0247428809000307
"normalized_rmse","BART_s-learner","dgp32",0.313108144022012,12.7171950631035,0.0246208493672032
"normalized_rmse","BART_t-learner","dgp32",0.31390444711099,12.7171950631035,0.0246834656190596
"normalized_rmse","causal_forest","dgp32",0.332537777070831,12.7171950631035,0.0261486731485015
"normalized_rmse","weighting","dgp32",0.320758226870352,12.7171950631035,0.025222403625857
"normalized_rmse","BART_ps-bart","dgp37",0.203815505436831,5.27657170666302,0.0386265015937264
"normalized_rmse","BART_ps-glm","dgp37",0.207203127444572,5.27657170666302,0.0392685135280025
"normalized_rmse","BART_s-learner","dgp37",0.207593480727019,5.27657170666302,0.0393424921080631
"normalized_rmse","BART_t-learner","dgp37",0.280660206264516,5.27657170666302,0.0531898781760344
"normalized_rmse","causal_forest","dgp37",0.597799269004248,5.27657170666302,0.113293119517238
"normalized_rmse","weighting","dgp37",0.168182778961155,5.27657170666302,0.0318734944412452
"normalized_rmse","BART_ps-bart","dgp38",0.146591673053825,1.43135321878201,0.102414743705656
"normalized_rmse","BART_ps-glm","dgp38",0.14328108799441,1.43135321878201,0.100101837977025
"normalized_rmse","BART_s-learner","dgp38",0.13933748023614,1.43135321878201,0.0973466775410666
"normalized_rmse","BART_t-learner","dgp38",0.18517303691694,1.43135321878201,0.129369211238097
"normalized_rmse","causal_forest","dgp38",0.154426940770429,1.43135321878201,0.107888771788864
"normalized_rmse","weighting","dgp38",0.186919831600262,1.43135321878201,0.130589591127841
"normalized_rmse","BART_ps-bart","dgp39",0.363178990700295,13.9299658489097,0.026071778972001
"normalized_rmse","BART_ps-glm","dgp39",0.348026189702127,13.9299658489097,0.0249839944675361
"normalized_rmse","BART_s-learner","dgp39",0.329594275817732,13.9299658489097,0.0236608100402148
"normalized_rmse","BART_t-learner","dgp39",0.359884310185017,13.9299658489097,0.0258352614850944
"normalized_rmse","causal_forest","dgp39",0.910849564124159,13.9299658489097,0.06538778156412
"normalized_rmse","weighting","dgp39",0.328489443727272,13.9299658489097,0.0235814967021604
"normalized_rmse","BART_ps-bart","dgp40",0.141573886511773,5.52393341058607,0.0256291805112024
"normalized_rmse","BART_ps-glm","dgp40",0.141899749360438,5.52393341058607,0.0256881716004217
"normalized_rmse","BART_s-learner","dgp40",0.141974288287267,5.52393341058607,0.0257016654138495
"normalized_rmse","BART_t-learner","dgp40",0.265656053934856,5.52393341058607,0.0480918277229325
"normalized_rmse","causal_forest","dgp40",0.483781503280149,5.52393341058607,0.0875791700082825
"normalized_rmse","weighting","dgp40",0.35601322146365,5.52393341058607,0.064449223949982
"normalized_rmse","BART_ps-bart","dgp57",0.0863653953301085,1.2410211731268,0.0695922013260318
"normalized_rmse","BART_ps-glm","dgp57",0.084859359158626,1.2410211731268,0.0683786554139279
"normalized_rmse","BART_s-learner","dgp57",0.0837534822528322,1.2410211731268,0.0674875530461838
"normalized_rmse","BART_t-learner","dgp57",0.0813114474887074,1.2410211731268,0.0655197906767699
"normalized_rmse","causal_forest","dgp57",0.0968693607974855,1.2410211731268,0.0780561709140058
"normalized_rmse","weighting","dgp57",0.0870969704870536,1.2410211731268,0.0701816958268403
"normalized_rmse","BART_ps-bart","dgp58",0.109763250370435,1.38843459274547,0.0790553987519071
"normalized_rmse","BART_ps-glm","dgp58",0.109225037358016,1.38843459274547,0.0786677585884948
"normalized_rmse","BART_s-learner","dgp58",0.106694578347687,1.38843459274547,0.0768452319649505
"normalized_rmse","BART_t-learner","dgp58",0.110778314374703,1.38843459274547,0.0797864839679999
"normalized_rmse","causal_forest","dgp58",0.104157437883859,1.38843459274547,0.0750178931208415
"normalized_rmse","weighting","dgp58",0.115767537102051,1.38843459274547,0.0833798997136295
"normalized_rmse","BART_ps-bart","dgp59",0.0877980250293182,1.21960116972017,0.0719891282569554
"normalized_rmse","BART_ps-glm","dgp59",0.0875478241326856,1.21960116972017,0.0717839784892736
"normalized_rmse","BART_s-learner","dgp59",0.0873352354723011,1.21960116972017,0.0716096685052702
"normalized_rmse","BART_t-learner","dgp59",0.0844483572245743,1.21960116972017,0.069242601041413
"normalized_rmse","causal_forest","dgp59",0.0984968453257106,1.21960116972017,0.0807615208735082
"normalized_rmse","weighting","dgp59",0.0962880306494424,1.21960116972017,0.0789504249750229
"normalized_rmse","BART_ps-bart","dgp60",0.0898875858412914,1.20335430580211,0.0746975229222916
"normalized_rmse","BART_ps-glm","dgp60",0.0898500655919328,1.20335430580211,0.074666343203087
"normalized_rmse","BART_s-learner","dgp60",0.091707676461376,1.20335430580211,0.0762100372427281
"normalized_rmse","BART_t-learner","dgp60",0.0833951202726462,1.20335430580211,0.0693022162056072
"normalized_rmse","causal_forest","dgp60",0.0980795078762041,1.20335430580211,0.0815050957172817
"normalized_rmse","weighting","dgp60",0.0808609094784438,1.20335430580211,0.0671962605598066
"normalized_rmse","BART_ps-bart","dgp61",0.176683257048386,3.14493574825809,0.0561802437923404
"normalized_rmse","BART_ps-glm","dgp61",0.176721969451736,3.14493574825809,0.0561925532340744
"normalized_rmse","BART_s-learner","dgp61",0.174558481707669,3.14493574825809,0.0555046257477131
"normalized_rmse","BART_t-learner","dgp61",0.199723870179066,3.14493574825809,0.0635065025699456
"normalized_rmse","causal_forest","dgp61",0.210887945838942,3.14493574825809,0.0670563606762867
"normalized_rmse","weighting","dgp61",0.197325080831938,3.14493574825809,0.0627437558752138
"normalized_rmse","BART_ps-bart","dgp62",0.210192635937975,2.56939762184912,0.0818061922960392
"normalized_rmse","BART_ps-glm","dgp62",0.209947366044037,2.56939762184912,0.0817107341653659
"normalized_rmse","BART_s-learner","dgp62",0.209745525040396,2.56939762184912,0.0816321783973039
"normalized_rmse","BART_t-learner","dgp62",0.248021391010751,2.56939762184912,0.0965290031023914
"normalized_rmse","causal_forest","dgp62",0.22810712093108,2.56939762184912,0.0887784432395163
"normalized_rmse","weighting","dgp62",0.283484206793606,2.56939762184912,0.110330999134961
"normalized_rmse","BART_ps-bart","dgp63",0.257005547541628,2.75406925820195,0.0933184765692565
"normalized_rmse","BART_ps-glm","dgp63",0.250962829820097,2.75406925820195,0.0911243713543876
"normalized_rmse","BART_s-learner","dgp63",0.240748323420708,2.75406925820195,0.0874154935297035
"normalized_rmse","BART_t-learner","dgp63",0.230710758515925,2.75406925820195,0.0837708629980311
"normalized_rmse","causal_forest","dgp63",0.235492496938103,2.75406925820195,0.0855071077957747
"normalized_rmse","weighting","dgp63",0.32368317580468,2.75406925820195,0.117529061711398
"normalized_rmse","BART_ps-bart","dgp64",0.16625913624238,3.23850610971911,0.0513382191076986
"normalized_rmse","BART_ps-glm","dgp64",0.160762265106215,3.23850610971911,0.0496408713337764
"normalized_rmse","BART_s-learner","dgp64",0.159387035064199,3.23850610971911,0.0492162218208763
"normalized_rmse","BART_t-learner","dgp64",0.166505842631431,3.23850610971911,0.0514143981793731
"normalized_rmse","causal_forest","dgp64",0.151772762515447,3.23850610971911,0.0468650536307344
"normalized_rmse","weighting","dgp64",0.301159496844658,3.23850610971911,0.092993339101892
