"","dgp","metric","model","iteration","k","n_trees","value"
"is_covered88","dgp60","coverage","bart_s-learner",8,1,100,1
"ate_estimate89","dgp60","ate_estimate","bart_s-learner",8,2,100,1.56886301909481
"ate_bias89","dgp60","ate_bias","bart_s-learner",8,2,100,-0.117385292441389
"ci_length89","dgp60","ci_length","bart_s-learner",8,2,100,0.30690511321825
"is_covered89","dgp60","coverage","bart_s-learner",8,2,100,1
"ate_estimate90","dgp60","ate_estimate","bart_s-learner",8,3,100,1.5496193192657
"ate_bias90","dgp60","ate_bias","bart_s-learner",8,3,100,-0.136628992270498
"ci_length90","dgp60","ci_length","bart_s-learner",8,3,100,0.309962210497862
"is_covered90","dgp60","coverage","bart_s-learner",8,3,100,1
"ate_estimate91","dgp60","ate_estimate","bart_s-learner",8,5,100,1.50488715092383
"ate_bias91","dgp60","ate_bias","bart_s-learner",8,5,100,-0.181361160612372
"ci_length91","dgp60","ci_length","bart_s-learner",8,5,100,0.30932119357444
"is_covered91","dgp60","coverage","bart_s-learner",8,5,100,0
"ate_estimate92","dgp60","ate_estimate","bart_s-learner",8,1,200,1.57546520432544
"ate_bias92","dgp60","ate_bias","bart_s-learner",8,1,200,-0.110783107210759
"ci_length92","dgp60","ci_length","bart_s-learner",8,1,200,0.321367344018987
"is_covered92","dgp60","coverage","bart_s-learner",8,1,200,1
"ate_estimate93","dgp60","ate_estimate","bart_s-learner",8,2,200,1.56033046764246
"ate_bias93","dgp60","ate_bias","bart_s-learner",8,2,200,-0.125917843893742
"ci_length93","dgp60","ci_length","bart_s-learner",8,2,200,0.313733828006511
"is_covered93","dgp60","coverage","bart_s-learner",8,2,200,1
"ate_estimate94","dgp60","ate_estimate","bart_s-learner",8,3,200,1.53780912557645
"ate_bias94","dgp60","ate_bias","bart_s-learner",8,3,200,-0.148439185959748
"ci_length94","dgp60","ci_length","bart_s-learner",8,3,200,0.311735571823365
"is_covered94","dgp60","coverage","bart_s-learner",8,3,200,1
"ate_estimate95","dgp60","ate_estimate","bart_s-learner",8,5,200,1.48695099417239
"ate_bias95","dgp60","ate_bias","bart_s-learner",8,5,200,-0.199297317363809
"ci_length95","dgp60","ci_length","bart_s-learner",8,5,200,0.298302938100818
"is_covered95","dgp60","coverage","bart_s-learner",8,5,200,0
"ate_estimate96","dgp60","ate_estimate","bart_s-learner",9,1,75,1.48276902333381
"ate_bias96","dgp60","ate_bias","bart_s-learner",9,1,75,-0.203479288202388
"ci_length96","dgp60","ci_length","bart_s-learner",9,1,75,0.294262777058286
"is_covered96","dgp60","coverage","bart_s-learner",9,1,75,0
"ate_estimate97","dgp60","ate_estimate","bart_s-learner",9,2,75,1.46345223239551
"ate_bias97","dgp60","ate_bias","bart_s-learner",9,2,75,-0.222796079140691
"ci_length97","dgp60","ci_length","bart_s-learner",9,2,75,0.28646473360031
"is_covered97","dgp60","coverage","bart_s-learner",9,2,75,0
"ate_estimate98","dgp60","ate_estimate","bart_s-learner",9,3,75,1.44139529759537
"ate_bias98","dgp60","ate_bias","bart_s-learner",9,3,75,-0.24485301394083
"ci_length98","dgp60","ci_length","bart_s-learner",9,3,75,0.289709450510247
"is_covered98","dgp60","coverage","bart_s-learner",9,3,75,0
"ate_estimate99","dgp60","ate_estimate","bart_s-learner",9,5,75,1.40141777685075
"ate_bias99","dgp60","ate_bias","bart_s-learner",9,5,75,-0.284830534685449
"ci_length99","dgp60","ci_length","bart_s-learner",9,5,75,0.285541561611604
"is_covered99","dgp60","coverage","bart_s-learner",9,5,75,0
"ate_estimate100","dgp60","ate_estimate","bart_s-learner",9,1,100,1.4766261925976
"ate_bias100","dgp60","ate_bias","bart_s-learner",9,1,100,-0.209622118938599
"ci_length100","dgp60","ci_length","bart_s-learner",9,1,100,0.30189754984754
"is_covered100","dgp60","coverage","bart_s-learner",9,1,100,0
"ate_estimate101","dgp60","ate_estimate","bart_s-learner",9,2,100,1.4575629835625
"ate_bias101","dgp60","ate_bias","bart_s-learner",9,2,100,-0.228685327973701
"ci_length101","dgp60","ci_length","bart_s-learner",9,2,100,0.292514649108808
"is_covered101","dgp60","coverage","bart_s-learner",9,2,100,0
"ate_estimate102","dgp60","ate_estimate","bart_s-learner",9,3,100,1.43376786321872
"ate_bias102","dgp60","ate_bias","bart_s-learner",9,3,100,-0.252480448317481
"ci_length102","dgp60","ci_length","bart_s-learner",9,3,100,0.284790500911742
"is_covered102","dgp60","coverage","bart_s-learner",9,3,100,0
"ate_estimate103","dgp60","ate_estimate","bart_s-learner",9,5,100,1.39033043913417
"ate_bias103","dgp60","ate_bias","bart_s-learner",9,5,100,-0.295917872402025
"ci_length103","dgp60","ci_length","bart_s-learner",9,5,100,0.287097649341198
"is_covered103","dgp60","coverage","bart_s-learner",9,5,100,0
"ate_estimate104","dgp60","ate_estimate","bart_s-learner",9,1,200,1.46001035485041
"ate_bias104","dgp60","ate_bias","bart_s-learner",9,1,200,-0.22623795668579
"ci_length104","dgp60","ci_length","bart_s-learner",9,1,200,0.291451972841238
"is_covered104","dgp60","coverage","bart_s-learner",9,1,200,0
"ate_estimate105","dgp60","ate_estimate","bart_s-learner",9,2,200,1.44238309418939
"ate_bias105","dgp60","ate_bias","bart_s-learner",9,2,200,-0.243865217346812
"ci_length105","dgp60","ci_length","bart_s-learner",9,2,200,0.285733473939263
"is_covered105","dgp60","coverage","bart_s-learner",9,2,200,0
"ate_estimate106","dgp60","ate_estimate","bart_s-learner",9,3,200,1.41855164839002
"ate_bias106","dgp60","ate_bias","bart_s-learner",9,3,200,-0.267696663146184
"ci_length106","dgp60","ci_length","bart_s-learner",9,3,200,0.286562245427856
"is_covered106","dgp60","coverage","bart_s-learner",9,3,200,0
"ate_estimate107","dgp60","ate_estimate","bart_s-learner",9,5,200,1.36606405354359
"ate_bias107","dgp60","ate_bias","bart_s-learner",9,5,200,-0.32018425799261
"ci_length107","dgp60","ci_length","bart_s-learner",9,5,200,0.284073494947254
"is_covered107","dgp60","coverage","bart_s-learner",9,5,200,0
"ate_estimate108","dgp60","ate_estimate","bart_s-learner",10,1,75,1.6796380984421
"ate_bias108","dgp60","ate_bias","bart_s-learner",10,1,75,-0.00661021309410281
"ci_length108","dgp60","ci_length","bart_s-learner",10,1,75,0.322290757014106
"is_covered108","dgp60","coverage","bart_s-learner",10,1,75,1
"ate_estimate109","dgp60","ate_estimate","bart_s-learner",10,2,75,1.64890929725101
"ate_bias109","dgp60","ate_bias","bart_s-learner",10,2,75,-0.0373390142851926
"ci_length109","dgp60","ci_length","bart_s-learner",10,2,75,0.320637346492427
"is_covered109","dgp60","coverage","bart_s-learner",10,2,75,1
"ate_estimate110","dgp60","ate_estimate","bart_s-learner",10,3,75,1.62735951568747
"ate_bias110","dgp60","ate_bias","bart_s-learner",10,3,75,-0.0588887958487316
"ci_length110","dgp60","ci_length","bart_s-learner",10,3,75,0.316233263632176
"is_covered110","dgp60","coverage","bart_s-learner",10,3,75,1
"ate_estimate111","dgp60","ate_estimate","bart_s-learner",10,5,75,1.56653967162536
"ate_bias111","dgp60","ate_bias","bart_s-learner",10,5,75,-0.119708639910839
"ci_length111","dgp60","ci_length","bart_s-learner",10,5,75,0.316631125475341
"is_covered111","dgp60","coverage","bart_s-learner",10,5,75,1
"ate_estimate112","dgp60","ate_estimate","bart_s-learner",10,1,100,1.66911881659804
"ate_bias112","dgp60","ate_bias","bart_s-learner",10,1,100,-0.0171294949381586
"ci_length112","dgp60","ci_length","bart_s-learner",10,1,100,0.322459431886008
"is_covered112","dgp60","coverage","bart_s-learner",10,1,100,1
"ate_estimate113","dgp60","ate_estimate","bart_s-learner",10,2,100,1.64797335037658
"ate_bias113","dgp60","ate_bias","bart_s-learner",10,2,100,-0.038274961159622
"ci_length113","dgp60","ci_length","bart_s-learner",10,2,100,0.31686772958303
"is_covered113","dgp60","coverage","bart_s-learner",10,2,100,1
"ate_estimate114","dgp60","ate_estimate","bart_s-learner",10,3,100,1.61743080721748
"ate_bias114","dgp60","ate_bias","bart_s-learner",10,3,100,-0.0688175043187225
"ci_length114","dgp60","ci_length","bart_s-learner",10,3,100,0.310575959556317
"is_covered114","dgp60","coverage","bart_s-learner",10,3,100,1
"ate_estimate115","dgp60","ate_estimate","bart_s-learner",10,5,100,1.55499584279651
"ate_bias115","dgp60","ate_bias","bart_s-learner",10,5,100,-0.131252468739692
"ci_length115","dgp60","ci_length","bart_s-learner",10,5,100,0.308316203947199
"is_covered115","dgp60","coverage","bart_s-learner",10,5,100,1
"ate_estimate116","dgp60","ate_estimate","bart_s-learner",10,1,200,1.66047054967254
"ate_bias116","dgp60","ate_bias","bart_s-learner",10,1,200,-0.0257777618636637
"ci_length116","dgp60","ci_length","bart_s-learner",10,1,200,0.325710634863511
"is_covered116","dgp60","coverage","bart_s-learner",10,1,200,1
"ate_estimate117","dgp60","ate_estimate","bart_s-learner",10,2,200,1.63306939841576
"ate_bias117","dgp60","ate_bias","bart_s-learner",10,2,200,-0.0531789131204363
"ci_length117","dgp60","ci_length","bart_s-learner",10,2,200,0.314330554048133
"is_covered117","dgp60","coverage","bart_s-learner",10,2,200,1
"ate_estimate118","dgp60","ate_estimate","bart_s-learner",10,3,200,1.60238825793014
"ate_bias118","dgp60","ate_bias","bart_s-learner",10,3,200,-0.0838600536060596
"ci_length118","dgp60","ci_length","bart_s-learner",10,3,200,0.318270720952428
"is_covered118","dgp60","coverage","bart_s-learner",10,3,200,1
"ate_estimate119","dgp60","ate_estimate","bart_s-learner",10,5,200,1.5241662269055
"ate_bias119","dgp60","ate_bias","bart_s-learner",10,5,200,-0.162082084630695
"ci_length119","dgp60","ci_length","bart_s-learner",10,5,200,0.309736080561786
"is_covered119","dgp60","coverage","bart_s-learner",10,5,200,0
"ate_estimate120","dgp60","ate_estimate","bart_s-learner",11,1,75,1.56954226090557
"ate_bias120","dgp60","ate_bias","bart_s-learner",11,1,75,-0.116706050630631
"ci_length120","dgp60","ci_length","bart_s-learner",11,1,75,0.282813660656751
"is_covered120","dgp60","coverage","bart_s-learner",11,1,75,1
"ate_estimate121","dgp60","ate_estimate","bart_s-learner",11,2,75,1.55970378556117
"ate_bias121","dgp60","ate_bias","bart_s-learner",11,2,75,-0.126544525975034
"ci_length121","dgp60","ci_length","bart_s-learner",11,2,75,0.280354191430322
"is_covered121","dgp60","coverage","bart_s-learner",11,2,75,1
"ate_estimate122","dgp60","ate_estimate","bart_s-learner",11,3,75,1.54097472274146
"ate_bias122","dgp60","ate_bias","bart_s-learner",11,3,75,-0.145273588794741
"ci_length122","dgp60","ci_length","bart_s-learner",11,3,75,0.274574896279899
"is_covered122","dgp60","coverage","bart_s-learner",11,3,75,0
"ate_estimate123","dgp60","ate_estimate","bart_s-learner",11,5,75,1.49079185893177
"ate_bias123","dgp60","ate_bias","bart_s-learner",11,5,75,-0.19545645260443
"ci_length123","dgp60","ci_length","bart_s-learner",11,5,75,0.27655032713482
"is_covered123","dgp60","coverage","bart_s-learner",11,5,75,0
"ate_estimate124","dgp60","ate_estimate","bart_s-learner",11,1,100,1.57359865515376
"ate_bias124","dgp60","ate_bias","bart_s-learner",11,1,100,-0.112649656382436
"ci_length124","dgp60","ci_length","bart_s-learner",11,1,100,0.280535255468186
"is_covered124","dgp60","coverage","bart_s-learner",11,1,100,1
"ate_estimate125","dgp60","ate_estimate","bart_s-learner",11,2,100,1.56220249097837
"ate_bias125","dgp60","ate_bias","bart_s-learner",11,2,100,-0.124045820557833
"ci_length125","dgp60","ci_length","bart_s-learner",11,2,100,0.282002786061176
"is_covered125","dgp60","coverage","bart_s-learner",11,2,100,1
"ate_estimate126","dgp60","ate_estimate","bart_s-learner",11,3,100,1.53560402491372
"ate_bias126","dgp60","ate_bias","bart_s-learner",11,3,100,-0.150644286622479
"ci_length126","dgp60","ci_length","bart_s-learner",11,3,100,0.27529654354258
"is_covered126","dgp60","coverage","bart_s-learner",11,3,100,0
"ate_estimate127","dgp60","ate_estimate","bart_s-learner",11,5,100,1.48206436269731
"ate_bias127","dgp60","ate_bias","bart_s-learner",11,5,100,-0.204183948838889
"ci_length127","dgp60","ci_length","bart_s-learner",11,5,100,0.275411229904009
"is_covered127","dgp60","coverage","bart_s-learner",11,5,100,0
"ate_estimate128","dgp60","ate_estimate","bart_s-learner",11,1,200,1.57734730505174
"ate_bias128","dgp60","ate_bias","bart_s-learner",11,1,200,-0.108901006484458
"ci_length128","dgp60","ci_length","bart_s-learner",11,1,200,0.287911852861418
"is_covered128","dgp60","coverage","bart_s-learner",11,1,200,1
"ate_estimate129","dgp60","ate_estimate","bart_s-learner",11,2,200,1.55689787749847
"ate_bias129","dgp60","ate_bias","bart_s-learner",11,2,200,-0.129350434037726
"ci_length129","dgp60","ci_length","bart_s-learner",11,2,200,0.274603724129292
"is_covered129","dgp60","coverage","bart_s-learner",11,2,200,1
"ate_estimate130","dgp60","ate_estimate","bart_s-learner",11,3,200,1.52907009838855
"ate_bias130","dgp60","ate_bias","bart_s-learner",11,3,200,-0.157178213147652
"ci_length130","dgp60","ci_length","bart_s-learner",11,3,200,0.277246020923987
"is_covered130","dgp60","coverage","bart_s-learner",11,3,200,0
"ate_estimate131","dgp60","ate_estimate","bart_s-learner",11,5,200,1.4604719494803
"ate_bias131","dgp60","ate_bias","bart_s-learner",11,5,200,-0.225776362055899
"ci_length131","dgp60","ci_length","bart_s-learner",11,5,200,0.268706777660627
"is_covered131","dgp60","coverage","bart_s-learner",11,5,200,0
"ate_estimate132","dgp60","ate_estimate","bart_s-learner",12,1,75,1.64444612879645
"ate_bias132","dgp60","ate_bias","bart_s-learner",12,1,75,-0.0418021827397463
"ci_length132","dgp60","ci_length","bart_s-learner",12,1,75,0.303833458315385
"is_covered132","dgp60","coverage","bart_s-learner",12,1,75,1
"ate_estimate133","dgp60","ate_estimate","bart_s-learner",12,2,75,1.6251396295905
"ate_bias133","dgp60","ate_bias","bart_s-learner",12,2,75,-0.0611086819457018
"ci_length133","dgp60","ci_length","bart_s-learner",12,2,75,0.294320979952045
"is_covered133","dgp60","coverage","bart_s-learner",12,2,75,1
"ate_estimate134","dgp60","ate_estimate","bart_s-learner",12,3,75,1.60550630854006
"ate_bias134","dgp60","ate_bias","bart_s-learner",12,3,75,-0.0807420029961385
"ci_length134","dgp60","ci_length","bart_s-learner",12,3,75,0.294132424892304
"is_covered134","dgp60","coverage","bart_s-learner",12,3,75,1
"ate_estimate135","dgp60","ate_estimate","bart_s-learner",12,5,75,1.55340473841671
"ate_bias135","dgp60","ate_bias","bart_s-learner",12,5,75,-0.13284357311949
"ci_length135","dgp60","ci_length","bart_s-learner",12,5,75,0.294288527670385
"is_covered135","dgp60","coverage","bart_s-learner",12,5,75,1
"ate_estimate136","dgp60","ate_estimate","bart_s-learner",12,1,100,1.63959721038387
"ate_bias136","dgp60","ate_bias","bart_s-learner",12,1,100,-0.0466511011523298
"ci_length136","dgp60","ci_length","bart_s-learner",12,1,100,0.296822611299872
"is_covered136","dgp60","coverage","bart_s-learner",12,1,100,1
"ate_estimate137","dgp60","ate_estimate","bart_s-learner",12,2,100,1.62578655051557
"ate_bias137","dgp60","ate_bias","bart_s-learner",12,2,100,-0.0604617610206337
"ci_length137","dgp60","ci_length","bart_s-learner",12,2,100,0.300470055232272
"is_covered137","dgp60","coverage","bart_s-learner",12,2,100,1
"ate_estimate138","dgp60","ate_estimate","bart_s-learner",12,3,100,1.60153872976686
"ate_bias138","dgp60","ate_bias","bart_s-learner",12,3,100,-0.0847095817693393
"ci_length138","dgp60","ci_length","bart_s-learner",12,3,100,0.292124018336376
"is_covered138","dgp60","coverage","bart_s-learner",12,3,100,1
"ate_estimate139","dgp60","ate_estimate","bart_s-learner",12,5,100,1.54344363910626
"ate_bias139","dgp60","ate_bias","bart_s-learner",12,5,100,-0.142804672429941
"ci_length139","dgp60","ci_length","bart_s-learner",12,5,100,0.29316603038009
"is_covered139","dgp60","coverage","bart_s-learner",12,5,100,1
"ate_estimate140","dgp60","ate_estimate","bart_s-learner",12,1,200,1.64391603939403
"ate_bias140","dgp60","ate_bias","bart_s-learner",12,1,200,-0.0423322721421675
"ci_length140","dgp60","ci_length","bart_s-learner",12,1,200,0.304461417403252
"is_covered140","dgp60","coverage","bart_s-learner",12,1,200,1
"ate_estimate141","dgp60","ate_estimate","bart_s-learner",12,2,200,1.62027111149018
"ate_bias141","dgp60","ate_bias","bart_s-learner",12,2,200,-0.0659772000460244
"ci_length141","dgp60","ci_length","bart_s-learner",12,2,200,0.303320958425513
"is_covered141","dgp60","coverage","bart_s-learner",12,2,200,1
"ate_estimate142","dgp60","ate_estimate","bart_s-learner",12,3,200,1.59050377203915
"ate_bias142","dgp60","ate_bias","bart_s-learner",12,3,200,-0.0957445394970549
"ci_length142","dgp60","ci_length","bart_s-learner",12,3,200,0.300975316897024
"is_covered142","dgp60","coverage","bart_s-learner",12,3,200,1
"ate_estimate143","dgp60","ate_estimate","bart_s-learner",12,5,200,1.51584449867434
"ate_bias143","dgp60","ate_bias","bart_s-learner",12,5,200,-0.170403812861857
"ci_length143","dgp60","ci_length","bart_s-learner",12,5,200,0.291050476721552
"is_covered143","dgp60","coverage","bart_s-learner",12,5,200,0
"ate_estimate144","dgp60","ate_estimate","bart_s-learner",13,1,75,1.77872906498109
"ate_bias144","dgp60","ate_bias","bart_s-learner",13,1,75,0.0924807534448908
"ci_length144","dgp60","ci_length","bart_s-learner",13,1,75,0.303001141443481
"is_covered144","dgp60","coverage","bart_s-learner",13,1,75,1
"ate_estimate145","dgp60","ate_estimate","bart_s-learner",13,2,75,1.74500389505304
"ate_bias145","dgp60","ate_bias","bart_s-learner",13,2,75,0.0587555835168381
"ci_length145","dgp60","ci_length","bart_s-learner",13,2,75,0.303500797473018
"is_covered145","dgp60","coverage","bart_s-learner",13,2,75,1
"ate_estimate146","dgp60","ate_estimate","bart_s-learner",13,3,75,1.70851643199636
"ate_bias146","dgp60","ate_bias","bart_s-learner",13,3,75,0.0222681204601585
"ci_length146","dgp60","ci_length","bart_s-learner",13,3,75,0.301108711239458
"is_covered146","dgp60","coverage","bart_s-learner",13,3,75,1
"ate_estimate147","dgp60","ate_estimate","bart_s-learner",13,5,75,1.64115242162756
"ate_bias147","dgp60","ate_bias","bart_s-learner",13,5,75,-0.0450958899086382
"ci_length147","dgp60","ci_length","bart_s-learner",13,5,75,0.304684425317853
"is_covered147","dgp60","coverage","bart_s-learner",13,5,75,1
"ate_estimate148","dgp60","ate_estimate","bart_s-learner",13,1,100,1.78102568993219
"ate_bias148","dgp60","ate_bias","bart_s-learner",13,1,100,0.0947773783959913
"ci_length148","dgp60","ci_length","bart_s-learner",13,1,100,0.30567289832314
"is_covered148","dgp60","coverage","bart_s-learner",13,1,100,1
"ate_estimate149","dgp60","ate_estimate","bart_s-learner",13,2,100,1.73929040443448
"ate_bias149","dgp60","ate_bias","bart_s-learner",13,2,100,0.0530420928982835
"ci_length149","dgp60","ci_length","bart_s-learner",13,2,100,0.299820397383892
"is_covered149","dgp60","coverage","bart_s-learner",13,2,100,1
"ate_estimate150","dgp60","ate_estimate","bart_s-learner",13,3,100,1.70028286491992
"ate_bias150","dgp60","ate_bias","bart_s-learner",13,3,100,0.0140345533837194
"ci_length150","dgp60","ci_length","bart_s-learner",13,3,100,0.300690133102651
"is_covered150","dgp60","coverage","bart_s-learner",13,3,100,1
"ate_estimate151","dgp60","ate_estimate","bart_s-learner",13,5,100,1.62797356988124
"ate_bias151","dgp60","ate_bias","bart_s-learner",13,5,100,-0.0582747416549627
"ci_length151","dgp60","ci_length","bart_s-learner",13,5,100,0.305325655537496
"is_covered151","dgp60","coverage","bart_s-learner",13,5,100,1
"ate_estimate152","dgp60","ate_estimate","bart_s-learner",13,1,200,1.76838660494044
"ate_bias152","dgp60","ate_bias","bart_s-learner",13,1,200,0.0821382934042445
"ci_length152","dgp60","ci_length","bart_s-learner",13,1,200,0.305124543230728
"is_covered152","dgp60","coverage","bart_s-learner",13,1,200,1
"ate_estimate153","dgp60","ate_estimate","bart_s-learner",13,2,200,1.71883125756128
"ate_bias153","dgp60","ate_bias","bart_s-learner",13,2,200,0.0325829460250842
"ci_length153","dgp60","ci_length","bart_s-learner",13,2,200,0.298795362076683
"is_covered153","dgp60","coverage","bart_s-learner",13,2,200,1
"ate_estimate154","dgp60","ate_estimate","bart_s-learner",13,3,200,1.67863879618674
"ate_bias154","dgp60","ate_bias","bart_s-learner",13,3,200,-0.00760951534945975
"ci_length154","dgp60","ci_length","bart_s-learner",13,3,200,0.301003886346136
"is_covered154","dgp60","coverage","bart_s-learner",13,3,200,1
"ate_estimate155","dgp60","ate_estimate","bart_s-learner",13,5,200,1.59246376848
"ate_bias155","dgp60","ate_bias","bart_s-learner",13,5,200,-0.0937845430562008
"ci_length155","dgp60","ci_length","bart_s-learner",13,5,200,0.306216559169394
"is_covered155","dgp60","coverage","bart_s-learner",13,5,200,1
"ate_estimate156","dgp60","ate_estimate","bart_s-learner",14,1,75,1.57605844831254
"ate_bias156","dgp60","ate_bias","bart_s-learner",14,1,75,-0.110189863223658
"ci_length156","dgp60","ci_length","bart_s-learner",14,1,75,0.303247988139231
"is_covered156","dgp60","coverage","bart_s-learner",14,1,75,1
"ate_estimate157","dgp60","ate_estimate","bart_s-learner",14,2,75,1.55863597536362
"ate_bias157","dgp60","ate_bias","bart_s-learner",14,2,75,-0.127612336172579
"ci_length157","dgp60","ci_length","bart_s-learner",14,2,75,0.296480703315541
"is_covered157","dgp60","coverage","bart_s-learner",14,2,75,1
"ate_estimate158","dgp60","ate_estimate","bart_s-learner",14,3,75,1.54051805804301
"ate_bias158","dgp60","ate_bias","bart_s-learner",14,3,75,-0.145730253493188
"ci_length158","dgp60","ci_length","bart_s-learner",14,3,75,0.293624040571117
"is_covered158","dgp60","coverage","bart_s-learner",14,3,75,1
"ate_estimate159","dgp60","ate_estimate","bart_s-learner",14,5,75,1.50088421208856
"ate_bias159","dgp60","ate_bias","bart_s-learner",14,5,75,-0.185364099447644
"ci_length159","dgp60","ci_length","bart_s-learner",14,5,75,0.290588387022252
"is_covered159","dgp60","coverage","bart_s-learner",14,5,75,0
"ate_estimate160","dgp60","ate_estimate","bart_s-learner",14,1,100,1.57094743420511
"ate_bias160","dgp60","ate_bias","bart_s-learner",14,1,100,-0.115300877331089
"ci_length160","dgp60","ci_length","bart_s-learner",14,1,100,0.300181181841445
"is_covered160","dgp60","coverage","bart_s-learner",14,1,100,1
"ate_estimate161","dgp60","ate_estimate","bart_s-learner",14,2,100,1.55370971514347
"ate_bias161","dgp60","ate_bias","bart_s-learner",14,2,100,-0.132538596392733
"ci_length161","dgp60","ci_length","bart_s-learner",14,2,100,0.298940946677344
"is_covered161","dgp60","coverage","bart_s-learner",14,2,100,1
"ate_estimate162","dgp60","ate_estimate","bart_s-learner",14,3,100,1.53569441664368
"ate_bias162","dgp60","ate_bias","bart_s-learner",14,3,100,-0.150553894892519
"ci_length162","dgp60","ci_length","bart_s-learner",14,3,100,0.298905618178683
"is_covered162","dgp60","coverage","bart_s-learner",14,3,100,0
"ate_estimate163","dgp60","ate_estimate","bart_s-learner",14,5,100,1.49032101206888
"ate_bias163","dgp60","ate_bias","bart_s-learner",14,5,100,-0.195927299467319
"ci_length163","dgp60","ci_length","bart_s-learner",14,5,100,0.290431694811208
"is_covered163","dgp60","coverage","bart_s-learner",14,5,100,0
"ate_estimate164","dgp60","ate_estimate","bart_s-learner",14,1,200,1.56926743050533
"ate_bias164","dgp60","ate_bias","bart_s-learner",14,1,200,-0.116980881030871
"ci_length164","dgp60","ci_length","bart_s-learner",14,1,200,0.304251724820921
"is_covered164","dgp60","coverage","bart_s-learner",14,1,200,1
"ate_estimate165","dgp60","ate_estimate","bart_s-learner",14,2,200,1.54664788584227
"ate_bias165","dgp60","ate_bias","bart_s-learner",14,2,200,-0.139600425693933
"ci_length165","dgp60","ci_length","bart_s-learner",14,2,200,0.306517944773965
"is_covered165","dgp60","coverage","bart_s-learner",14,2,200,1
"ate_estimate166","dgp60","ate_estimate","bart_s-learner",14,3,200,1.52071548673625
"ate_bias166","dgp60","ate_bias","bart_s-learner",14,3,200,-0.165532824799951
"ci_length166","dgp60","ci_length","bart_s-learner",14,3,200,0.293411039806357
"is_covered166","dgp60","coverage","bart_s-learner",14,3,200,0
"ate_estimate167","dgp60","ate_estimate","bart_s-learner",14,5,200,1.46440757773672
"ate_bias167","dgp60","ate_bias","bart_s-learner",14,5,200,-0.221840733799484
"ci_length167","dgp60","ci_length","bart_s-learner",14,5,200,0.288798951435687
"is_covered167","dgp60","coverage","bart_s-learner",14,5,200,0
"ate_estimate168","dgp60","ate_estimate","bart_s-learner",15,1,75,1.68409583786244
"ate_bias168","dgp60","ate_bias","bart_s-learner",15,1,75,-0.00215247367376215
"ci_length168","dgp60","ci_length","bart_s-learner",15,1,75,0.312702333752654
"is_covered168","dgp60","coverage","bart_s-learner",15,1,75,1
"ate_estimate169","dgp60","ate_estimate","bart_s-learner",15,2,75,1.6761031607525
"ate_bias169","dgp60","ate_bias","bart_s-learner",15,2,75,-0.010145150783702
"ci_length169","dgp60","ci_length","bart_s-learner",15,2,75,0.318331908811186
"is_covered169","dgp60","coverage","bart_s-learner",15,2,75,1
"ate_estimate170","dgp60","ate_estimate","bart_s-learner",15,3,75,1.65127970337014
"ate_bias170","dgp60","ate_bias","bart_s-learner",15,3,75,-0.0349686081660614
"ci_length170","dgp60","ci_length","bart_s-learner",15,3,75,0.318651832006295
"is_covered170","dgp60","coverage","bart_s-learner",15,3,75,1
"ate_estimate171","dgp60","ate_estimate","bart_s-learner",15,5,75,1.60487697884738
"ate_bias171","dgp60","ate_bias","bart_s-learner",15,5,75,-0.081371332688817
"ci_length171","dgp60","ci_length","bart_s-learner",15,5,75,0.31046841475795
"is_covered171","dgp60","coverage","bart_s-learner",15,5,75,1
"ate_estimate172","dgp60","ate_estimate","bart_s-learner",15,1,100,1.6884841561755
"ate_bias172","dgp60","ate_bias","bart_s-learner",15,1,100,0.00223584463930404
"ci_length172","dgp60","ci_length","bart_s-learner",15,1,100,0.316431567805259
"is_covered172","dgp60","coverage","bart_s-learner",15,1,100,1
"ate_estimate173","dgp60","ate_estimate","bart_s-learner",15,2,100,1.67275005334221
"ate_bias173","dgp60","ate_bias","bart_s-learner",15,2,100,-0.0134982581939889
"ci_length173","dgp60","ci_length","bart_s-learner",15,2,100,0.308288439792603
"is_covered173","dgp60","coverage","bart_s-learner",15,2,100,1
"ate_estimate174","dgp60","ate_estimate","bart_s-learner",15,3,100,1.64835905473275
"ate_bias174","dgp60","ate_bias","bart_s-learner",15,3,100,-0.0378892568034541
"ci_length174","dgp60","ci_length","bart_s-learner",15,3,100,0.314766524649403
"is_covered174","dgp60","coverage","bart_s-learner",15,3,100,1
"ate_estimate175","dgp60","ate_estimate","bart_s-learner",15,5,100,1.59755991235313
"ate_bias175","dgp60","ate_bias","bart_s-learner",15,5,100,-0.0886883991830685
"ci_length175","dgp60","ci_length","bart_s-learner",15,5,100,0.299624244129716
"is_covered175","dgp60","coverage","bart_s-learner",15,5,100,1
"ate_estimate176","dgp60","ate_estimate","bart_s-learner",15,1,200,1.68858304318203
"ate_bias176","dgp60","ate_bias","bart_s-learner",15,1,200,0.00233473164582576
"ci_length176","dgp60","ci_length","bart_s-learner",15,1,200,0.329145887896689
"is_covered176","dgp60","coverage","bart_s-learner",15,1,200,1
"ate_estimate177","dgp60","ate_estimate","bart_s-learner",15,2,200,1.66792932833298
"ate_bias177","dgp60","ate_bias","bart_s-learner",15,2,200,-0.0183189832032231
"ci_length177","dgp60","ci_length","bart_s-learner",15,2,200,0.315916274000341
"is_covered177","dgp60","coverage","bart_s-learner",15,2,200,1
