"dgp","metric","model","iteration","k","n_trees","value"
"dgp30","ate_bias","bart_s-learner",2,3,200,-0.229329393829634
"dgp30","ci_length","bart_s-learner",2,3,200,1.85200806423511
"dgp30","coverage","bart_s-learner",2,3,200,1
"dgp30","ate_estimate","bart_s-learner",2,5,200,9.90429731403391
"dgp30","ate_bias","bart_s-learner",2,5,200,-0.0957026859660921
"dgp30","ci_length","bart_s-learner",2,5,200,1.80139681930926
"dgp30","coverage","bart_s-learner",2,5,200,1
"dgp30","ate_estimate","bart_s-learner",3,1,75,10.2425338260633
"dgp30","ate_bias","bart_s-learner",3,1,75,0.24253382606326
"dgp30","ci_length","bart_s-learner",3,1,75,1.79074310773174
"dgp30","coverage","bart_s-learner",3,1,75,1
"dgp30","ate_estimate","bart_s-learner",3,2,75,10.2073276506853
"dgp30","ate_bias","bart_s-learner",3,2,75,0.207327650685343
"dgp30","ci_length","bart_s-learner",3,2,75,1.77622596281084
"dgp30","coverage","bart_s-learner",3,2,75,1
"dgp30","ate_estimate","bart_s-learner",3,3,75,10.2720255073419
"dgp30","ate_bias","bart_s-learner",3,3,75,0.272025507341905
"dgp30","ci_length","bart_s-learner",3,3,75,1.81107494987979
"dgp30","coverage","bart_s-learner",3,3,75,1
"dgp30","ate_estimate","bart_s-learner",3,5,75,10.3229717611183
"dgp30","ate_bias","bart_s-learner",3,5,75,0.322971761118328
"dgp30","ci_length","bart_s-learner",3,5,75,1.81058766858772
"dgp30","coverage","bart_s-learner",3,5,75,1
"dgp30","ate_estimate","bart_s-learner",3,1,100,10.2357289253118
"dgp30","ate_bias","bart_s-learner",3,1,100,0.235728925311793
"dgp30","ci_length","bart_s-learner",3,1,100,1.79561340529167
"dgp30","coverage","bart_s-learner",3,1,100,1
"dgp30","ate_estimate","bart_s-learner",3,2,100,10.3057055956477
"dgp30","ate_bias","bart_s-learner",3,2,100,0.305705595647707
"dgp30","ci_length","bart_s-learner",3,2,100,1.81625605039508
"dgp30","coverage","bart_s-learner",3,2,100,1
"dgp30","ate_estimate","bart_s-learner",3,3,100,10.2837318041283
"dgp30","ate_bias","bart_s-learner",3,3,100,0.283731804128321
"dgp30","ci_length","bart_s-learner",3,3,100,1.80516200808928
"dgp30","coverage","bart_s-learner",3,3,100,1
"dgp30","ate_estimate","bart_s-learner",3,5,100,10.3664471380012
"dgp30","ate_bias","bart_s-learner",3,5,100,0.366447138001176
"dgp30","ci_length","bart_s-learner",3,5,100,1.80383892003292
"dgp30","coverage","bart_s-learner",3,5,100,1
"dgp30","ate_estimate","bart_s-learner",3,1,200,10.2147512697924
"dgp30","ate_bias","bart_s-learner",3,1,200,0.214751269792375
"dgp30","ci_length","bart_s-learner",3,1,200,1.7998497677987
"dgp30","coverage","bart_s-learner",3,1,200,1
"dgp30","ate_estimate","bart_s-learner",3,2,200,10.2409643313577
"dgp30","ate_bias","bart_s-learner",3,2,200,0.240964331357651
"dgp30","ci_length","bart_s-learner",3,2,200,1.79867518440221
"dgp30","coverage","bart_s-learner",3,2,200,1
"dgp30","ate_estimate","bart_s-learner",3,3,200,10.3191816576661
"dgp30","ate_bias","bart_s-learner",3,3,200,0.319181657666146
"dgp30","ci_length","bart_s-learner",3,3,200,1.8249771065152
"dgp30","coverage","bart_s-learner",3,3,200,1
"dgp30","ate_estimate","bart_s-learner",3,5,200,10.3861874633389
"dgp30","ate_bias","bart_s-learner",3,5,200,0.38618746333886
"dgp30","ci_length","bart_s-learner",3,5,200,1.83151224110523
"dgp30","coverage","bart_s-learner",3,5,200,1
"dgp30","ate_estimate","bart_s-learner",4,1,75,10.5435151432329
"dgp30","ate_bias","bart_s-learner",4,1,75,0.543515143232934
"dgp30","ci_length","bart_s-learner",4,1,75,1.79042320872758
"dgp30","coverage","bart_s-learner",4,1,75,1
"dgp30","ate_estimate","bart_s-learner",4,2,75,10.5529936807362
"dgp30","ate_bias","bart_s-learner",4,2,75,0.552993680736183
"dgp30","ci_length","bart_s-learner",4,2,75,1.81662128176386
"dgp30","coverage","bart_s-learner",4,2,75,1
"dgp30","ate_estimate","bart_s-learner",4,3,75,10.5958592499871
"dgp30","ate_bias","bart_s-learner",4,3,75,0.595859249987084
"dgp30","ci_length","bart_s-learner",4,3,75,1.75801695555636
"dgp30","coverage","bart_s-learner",4,3,75,1
"dgp30","ate_estimate","bart_s-learner",4,5,75,10.6222913013162
"dgp30","ate_bias","bart_s-learner",4,5,75,0.622291301316203
"dgp30","ci_length","bart_s-learner",4,5,75,1.77028408044931
"dgp30","coverage","bart_s-learner",4,5,75,1
"dgp30","ate_estimate","bart_s-learner",4,1,100,10.5509308821322
"dgp30","ate_bias","bart_s-learner",4,1,100,0.550930882132217
"dgp30","ci_length","bart_s-learner",4,1,100,1.74390537481825
"dgp30","coverage","bart_s-learner",4,1,100,1
"dgp30","ate_estimate","bart_s-learner",4,2,100,10.5875913074033
"dgp30","ate_bias","bart_s-learner",4,2,100,0.587591307403304
"dgp30","ci_length","bart_s-learner",4,2,100,1.77830595508488
"dgp30","coverage","bart_s-learner",4,2,100,1
"dgp30","ate_estimate","bart_s-learner",4,3,100,10.5818204267623
"dgp30","ate_bias","bart_s-learner",4,3,100,0.58182042676227
"dgp30","ci_length","bart_s-learner",4,3,100,1.78788358957653
"dgp30","coverage","bart_s-learner",4,3,100,1
"dgp30","ate_estimate","bart_s-learner",4,5,100,10.6269921779045
"dgp30","ate_bias","bart_s-learner",4,5,100,0.626992177904512
"dgp30","ci_length","bart_s-learner",4,5,100,1.77939623743899
"dgp30","coverage","bart_s-learner",4,5,100,1
"dgp30","ate_estimate","bart_s-learner",4,1,200,10.5477258299137
"dgp30","ate_bias","bart_s-learner",4,1,200,0.547725829913668
"dgp30","ci_length","bart_s-learner",4,1,200,1.76728418802224
"dgp30","coverage","bart_s-learner",4,1,200,1
"dgp30","ate_estimate","bart_s-learner",4,2,200,10.5820889970196
"dgp30","ate_bias","bart_s-learner",4,2,200,0.582088997019559
"dgp30","ci_length","bart_s-learner",4,2,200,1.74663444731248
"dgp30","coverage","bart_s-learner",4,2,200,1
"dgp30","ate_estimate","bart_s-learner",4,3,200,10.613371424187
"dgp30","ate_bias","bart_s-learner",4,3,200,0.613371424186999
"dgp30","ci_length","bart_s-learner",4,3,200,1.78559353000718
"dgp30","coverage","bart_s-learner",4,3,200,1
"dgp30","ate_estimate","bart_s-learner",4,5,200,10.7228241602457
"dgp30","ate_bias","bart_s-learner",4,5,200,0.722824160245699
"dgp30","ci_length","bart_s-learner",4,5,200,1.7904350854813
"dgp30","coverage","bart_s-learner",4,5,200,1
"dgp30","ate_estimate","bart_s-learner",5,1,75,9.47710481103432
"dgp30","ate_bias","bart_s-learner",5,1,75,-0.522895188965679
"dgp30","ci_length","bart_s-learner",5,1,75,1.73960920614472
"dgp30","coverage","bart_s-learner",5,1,75,1
"dgp30","ate_estimate","bart_s-learner",5,2,75,9.49534379026974
"dgp30","ate_bias","bart_s-learner",5,2,75,-0.504656209730264
"dgp30","ci_length","bart_s-learner",5,2,75,1.78812142337488
"dgp30","coverage","bart_s-learner",5,2,75,1
"dgp30","ate_estimate","bart_s-learner",5,3,75,9.55657789997994
"dgp30","ate_bias","bart_s-learner",5,3,75,-0.443422100020062
"dgp30","ci_length","bart_s-learner",5,3,75,1.79447118876564
"dgp30","coverage","bart_s-learner",5,3,75,1
"dgp30","ate_estimate","bart_s-learner",5,5,75,9.57654981058401
"dgp30","ate_bias","bart_s-learner",5,5,75,-0.423450189415989
"dgp30","ci_length","bart_s-learner",5,5,75,1.75082764797057
"dgp30","coverage","bart_s-learner",5,5,75,1
"dgp30","ate_estimate","bart_s-learner",5,1,100,9.45909444348229
"dgp30","ate_bias","bart_s-learner",5,1,100,-0.540905556517712
"dgp30","ci_length","bart_s-learner",5,1,100,1.73219093630201
"dgp30","coverage","bart_s-learner",5,1,100,1
"dgp30","ate_estimate","bart_s-learner",5,2,100,9.5003101961435
"dgp30","ate_bias","bart_s-learner",5,2,100,-0.499689803856505
"dgp30","ci_length","bart_s-learner",5,2,100,1.77424988147438
"dgp30","coverage","bart_s-learner",5,2,100,1
"dgp30","ate_estimate","bart_s-learner",5,3,100,9.54149804824548
"dgp30","ate_bias","bart_s-learner",5,3,100,-0.458501951754522
"dgp30","ci_length","bart_s-learner",5,3,100,1.77571402785141
"dgp30","coverage","bart_s-learner",5,3,100,1
"dgp30","ate_estimate","bart_s-learner",5,5,100,9.56957176739102
"dgp30","ate_bias","bart_s-learner",5,5,100,-0.430428232608978
"dgp30","ci_length","bart_s-learner",5,5,100,1.76601186290407
"dgp30","coverage","bart_s-learner",5,5,100,1
"dgp30","ate_estimate","bart_s-learner",5,1,200,9.45015795920909
"dgp30","ate_bias","bart_s-learner",5,1,200,-0.549842040790912
"dgp30","ci_length","bart_s-learner",5,1,200,1.73456380864066
"dgp30","coverage","bart_s-learner",5,1,200,1
"dgp30","ate_estimate","bart_s-learner",5,2,200,9.49113632737649
"dgp30","ate_bias","bart_s-learner",5,2,200,-0.508863672623511
"dgp30","ci_length","bart_s-learner",5,2,200,1.81025817487207
"dgp30","coverage","bart_s-learner",5,2,200,1
"dgp30","ate_estimate","bart_s-learner",5,3,200,9.54250066419969
"dgp30","ate_bias","bart_s-learner",5,3,200,-0.457499335800314
"dgp30","ci_length","bart_s-learner",5,3,200,1.79365554277183
"dgp30","coverage","bart_s-learner",5,3,200,1
"dgp30","ate_estimate","bart_s-learner",5,5,200,9.65992828224601
"dgp30","ate_bias","bart_s-learner",5,5,200,-0.340071717753986
"dgp30","ci_length","bart_s-learner",5,5,200,1.73159544399559
"dgp30","coverage","bart_s-learner",5,5,200,1
"dgp30","ate_estimate","bart_s-learner",6,1,75,10.5225419127942
"dgp30","ate_bias","bart_s-learner",6,1,75,0.522541912794173
"dgp30","ci_length","bart_s-learner",6,1,75,1.7876507721348
"dgp30","coverage","bart_s-learner",6,1,75,1
"dgp30","ate_estimate","bart_s-learner",6,2,75,10.5468014027421
"dgp30","ate_bias","bart_s-learner",6,2,75,0.546801402742126
"dgp30","ci_length","bart_s-learner",6,2,75,1.84968945999833
"dgp30","coverage","bart_s-learner",6,2,75,1
"dgp30","ate_estimate","bart_s-learner",6,3,75,10.6242944847452
"dgp30","ate_bias","bart_s-learner",6,3,75,0.624294484745191
"dgp30","ci_length","bart_s-learner",6,3,75,1.78301846631289
"dgp30","coverage","bart_s-learner",6,3,75,1
"dgp30","ate_estimate","bart_s-learner",6,5,75,10.6435954820019
"dgp30","ate_bias","bart_s-learner",6,5,75,0.643595482001874
"dgp30","ci_length","bart_s-learner",6,5,75,1.78868608676984
"dgp30","coverage","bart_s-learner",6,5,75,1
"dgp30","ate_estimate","bart_s-learner",6,1,100,10.4943117851041
"dgp30","ate_bias","bart_s-learner",6,1,100,0.494311785104108
"dgp30","ci_length","bart_s-learner",6,1,100,1.80782518511095
"dgp30","coverage","bart_s-learner",6,1,100,1
"dgp30","ate_estimate","bart_s-learner",6,2,100,10.6256167147506
"dgp30","ate_bias","bart_s-learner",6,2,100,0.625616714750597
"dgp30","ci_length","bart_s-learner",6,2,100,1.84165657064021
"dgp30","coverage","bart_s-learner",6,2,100,1
"dgp30","ate_estimate","bart_s-learner",6,3,100,10.5479184710106
"dgp30","ate_bias","bart_s-learner",6,3,100,0.547918471010629
"dgp30","ci_length","bart_s-learner",6,3,100,1.84222839174073
"dgp30","coverage","bart_s-learner",6,3,100,1
"dgp30","ate_estimate","bart_s-learner",6,5,100,10.6257547266581
"dgp30","ate_bias","bart_s-learner",6,5,100,0.62575472665811
"dgp30","ci_length","bart_s-learner",6,5,100,1.7928781192014
"dgp30","coverage","bart_s-learner",6,5,100,1
"dgp30","ate_estimate","bart_s-learner",6,1,200,10.4892266031615
"dgp30","ate_bias","bart_s-learner",6,1,200,0.489226603161455
"dgp30","ci_length","bart_s-learner",6,1,200,1.85048308430019
"dgp30","coverage","bart_s-learner",6,1,200,1
"dgp30","ate_estimate","bart_s-learner",6,2,200,10.4897411808843
"dgp30","ate_bias","bart_s-learner",6,2,200,0.489741180884296
"dgp30","ci_length","bart_s-learner",6,2,200,1.83898571115159
"dgp30","coverage","bart_s-learner",6,2,200,1
"dgp30","ate_estimate","bart_s-learner",6,3,200,10.5743955911311
"dgp30","ate_bias","bart_s-learner",6,3,200,0.574395591131086
"dgp30","ci_length","bart_s-learner",6,3,200,1.78040426947283
"dgp30","coverage","bart_s-learner",6,3,200,1
"dgp30","ate_estimate","bart_s-learner",6,5,200,10.726820421798
"dgp30","ate_bias","bart_s-learner",6,5,200,0.726820421798031
"dgp30","ci_length","bart_s-learner",6,5,200,1.80256219076727
"dgp30","coverage","bart_s-learner",6,5,200,1
"dgp30","ate_estimate","bart_s-learner",7,1,75,10.5657105608525
"dgp30","ate_bias","bart_s-learner",7,1,75,0.565710560852494
"dgp30","ci_length","bart_s-learner",7,1,75,1.85987632761737
"dgp30","coverage","bart_s-learner",7,1,75,1
"dgp30","ate_estimate","bart_s-learner",7,2,75,10.5586403925734
"dgp30","ate_bias","bart_s-learner",7,2,75,0.558640392573434
"dgp30","ci_length","bart_s-learner",7,2,75,1.83190880005262
"dgp30","coverage","bart_s-learner",7,2,75,1
"dgp30","ate_estimate","bart_s-learner",7,3,75,10.5228692210969
"dgp30","ate_bias","bart_s-learner",7,3,75,0.522869221096883
"dgp30","ci_length","bart_s-learner",7,3,75,1.78779313185494
"dgp30","coverage","bart_s-learner",7,3,75,1
"dgp30","ate_estimate","bart_s-learner",7,5,75,10.6326386068229
"dgp30","ate_bias","bart_s-learner",7,5,75,0.632638606822949
"dgp30","ci_length","bart_s-learner",7,5,75,1.83324117165142
"dgp30","coverage","bart_s-learner",7,5,75,1
"dgp30","ate_estimate","bart_s-learner",7,1,100,10.527206386976
"dgp30","ate_bias","bart_s-learner",7,1,100,0.527206386976006
"dgp30","ci_length","bart_s-learner",7,1,100,1.76430670860337
"dgp30","coverage","bart_s-learner",7,1,100,1
"dgp30","ate_estimate","bart_s-learner",7,2,100,10.5491529435473
"dgp30","ate_bias","bart_s-learner",7,2,100,0.549152943547313
"dgp30","ci_length","bart_s-learner",7,2,100,1.8206316337885
"dgp30","coverage","bart_s-learner",7,2,100,1
"dgp30","ate_estimate","bart_s-learner",7,3,100,10.5736548294885
"dgp30","ate_bias","bart_s-learner",7,3,100,0.573654829488543
"dgp30","ci_length","bart_s-learner",7,3,100,1.79618686675967
"dgp30","coverage","bart_s-learner",7,3,100,1
"dgp30","ate_estimate","bart_s-learner",7,5,100,10.6107645675311
"dgp30","ate_bias","bart_s-learner",7,5,100,0.610764567531085
"dgp30","ci_length","bart_s-learner",7,5,100,1.81367069843863
"dgp30","coverage","bart_s-learner",7,5,100,1
"dgp30","ate_estimate","bart_s-learner",7,1,200,10.4439232685644
"dgp30","ate_bias","bart_s-learner",7,1,200,0.443923268564394
"dgp30","ci_length","bart_s-learner",7,1,200,1.77318409838526
"dgp30","coverage","bart_s-learner",7,1,200,1
"dgp30","ate_estimate","bart_s-learner",7,2,200,10.4709217953366
"dgp30","ate_bias","bart_s-learner",7,2,200,0.470921795336626
"dgp30","ci_length","bart_s-learner",7,2,200,1.83081302784151
"dgp30","coverage","bart_s-learner",7,2,200,1
"dgp30","ate_estimate","bart_s-learner",7,3,200,10.5364946570692
"dgp30","ate_bias","bart_s-learner",7,3,200,0.536494657069202
"dgp30","ci_length","bart_s-learner",7,3,200,1.81806752110024
"dgp30","coverage","bart_s-learner",7,3,200,1
"dgp30","ate_estimate","bart_s-learner",7,5,200,10.6554942848814
"dgp30","ate_bias","bart_s-learner",7,5,200,0.655494284881406
"dgp30","ci_length","bart_s-learner",7,5,200,1.75807424427035
"dgp30","coverage","bart_s-learner",7,5,200,1
"dgp30","ate_estimate","bart_s-learner",8,1,75,10.9971156140122
"dgp30","ate_bias","bart_s-learner",8,1,75,0.997115614012188
"dgp30","ci_length","bart_s-learner",8,1,75,1.7583091803636
"dgp30","coverage","bart_s-learner",8,1,75,0
"dgp30","ate_estimate","bart_s-learner",8,2,75,10.9110813932162
"dgp30","ate_bias","bart_s-learner",8,2,75,0.911081393216161
"dgp30","ci_length","bart_s-learner",8,2,75,1.7990170893621
"dgp30","coverage","bart_s-learner",8,2,75,0
"dgp30","ate_estimate","bart_s-learner",8,3,75,10.9636172502352
"dgp30","ate_bias","bart_s-learner",8,3,75,0.96361725023516
"dgp30","ci_length","bart_s-learner",8,3,75,1.83826250066039
"dgp30","coverage","bart_s-learner",8,3,75,0
"dgp30","ate_estimate","bart_s-learner",8,5,75,11.02272285615
"dgp30","ate_bias","bart_s-learner",8,5,75,1.02272285614998
"dgp30","ci_length","bart_s-learner",8,5,75,1.8283755266039
"dgp30","coverage","bart_s-learner",8,5,75,0
"dgp30","ate_estimate","bart_s-learner",8,1,100,10.9239511305839
"dgp30","ate_bias","bart_s-learner",8,1,100,0.923951130583864
"dgp30","ci_length","bart_s-learner",8,1,100,1.77500103464724
"dgp30","coverage","bart_s-learner",8,1,100,0
"dgp30","ate_estimate","bart_s-learner",8,2,100,10.9343733337348
"dgp30","ate_bias","bart_s-learner",8,2,100,0.934373333734781
"dgp30","ci_length","bart_s-learner",8,2,100,1.83812998456052
"dgp30","coverage","bart_s-learner",8,2,100,0
"dgp30","ate_estimate","bart_s-learner",8,3,100,10.9855538299934
"dgp30","ate_bias","bart_s-learner",8,3,100,0.985553829993382
"dgp30","ci_length","bart_s-learner",8,3,100,1.80149421728704
"dgp30","coverage","bart_s-learner",8,3,100,0
"dgp30","ate_estimate","bart_s-learner",8,5,100,11.0797133468996
"dgp30","ate_bias","bart_s-learner",8,5,100,1.07971334689962
"dgp30","ci_length","bart_s-learner",8,5,100,1.76285015612014
"dgp30","coverage","bart_s-learner",8,5,100,0
"dgp30","ate_estimate","bart_s-learner",8,1,200,10.8687896839907
"dgp30","ate_bias","bart_s-learner",8,1,200,0.868789683990654
"dgp30","ci_length","bart_s-learner",8,1,200,1.79915184188302
"dgp30","coverage","bart_s-learner",8,1,200,1
"dgp30","ate_estimate","bart_s-learner",8,2,200,10.891679335173
"dgp30","ate_bias","bart_s-learner",8,2,200,0.891679335172975
"dgp30","ci_length","bart_s-learner",8,2,200,1.80820065105062
"dgp30","coverage","bart_s-learner",8,2,200,1
"dgp30","ate_estimate","bart_s-learner",8,3,200,10.9884648669255
"dgp30","ate_bias","bart_s-learner",8,3,200,0.988464866925463
"dgp30","ci_length","bart_s-learner",8,3,200,1.76629364155296
"dgp30","coverage","bart_s-learner",8,3,200,0
"dgp30","ate_estimate","bart_s-learner",8,5,200,11.1472376109204
"dgp30","ate_bias","bart_s-learner",8,5,200,1.14723761092039
"dgp30","ci_length","bart_s-learner",8,5,200,1.77938623563249
"dgp30","coverage","bart_s-learner",8,5,200,0
"dgp30","ate_estimate","bart_s-learner",9,1,75,10.6384689528981
"dgp30","ate_bias","bart_s-learner",9,1,75,0.638468952898139
"dgp30","ci_length","bart_s-learner",9,1,75,1.76586603712042
"dgp30","coverage","bart_s-learner",9,1,75,1
"dgp30","ate_estimate","bart_s-learner",9,2,75,10.6636857250807
"dgp30","ate_bias","bart_s-learner",9,2,75,0.663685725080654
"dgp30","ci_length","bart_s-learner",9,2,75,1.78344317464893
"dgp30","coverage","bart_s-learner",9,2,75,1
"dgp30","ate_estimate","bart_s-learner",9,3,75,10.6948029724049
"dgp30","ate_bias","bart_s-learner",9,3,75,0.694802972404863
"dgp30","ci_length","bart_s-learner",9,3,75,1.80843490003475
"dgp30","coverage","bart_s-learner",9,3,75,1
"dgp30","ate_estimate","bart_s-learner",9,5,75,10.7772721034929
"dgp30","ate_bias","bart_s-learner",9,5,75,0.77727210349294
"dgp30","ci_length","bart_s-learner",9,5,75,1.77138759229857
"dgp30","coverage","bart_s-learner",9,5,75,1
"dgp30","ate_estimate","bart_s-learner",9,1,100,10.6215479315157
"dgp30","ate_bias","bart_s-learner",9,1,100,0.621547931515666
"dgp30","ci_length","bart_s-learner",9,1,100,1.74192731298344
"dgp30","coverage","bart_s-learner",9,1,100,1
"dgp30","ate_estimate","bart_s-learner",9,2,100,10.6920948215285
"dgp30","ate_bias","bart_s-learner",9,2,100,0.692094821528485
"dgp30","ci_length","bart_s-learner",9,2,100,1.73982033853621
"dgp30","coverage","bart_s-learner",9,2,100,1
"dgp30","ate_estimate","bart_s-learner",9,3,100,10.6812499493742
"dgp30","ate_bias","bart_s-learner",9,3,100,0.681249949374164
"dgp30","ci_length","bart_s-learner",9,3,100,1.77957576491457
"dgp30","coverage","bart_s-learner",9,3,100,1
"dgp30","ate_estimate","bart_s-learner",9,5,100,10.7937635387008
"dgp30","ate_bias","bart_s-learner",9,5,100,0.793763538700789
"dgp30","ci_length","bart_s-learner",9,5,100,1.7635597691176
"dgp30","coverage","bart_s-learner",9,5,100,1
"dgp30","ate_estimate","bart_s-learner",9,1,200,10.6144939159107
"dgp30","ate_bias","bart_s-learner",9,1,200,0.614493915910698
"dgp30","ci_length","bart_s-learner",9,1,200,1.69965119660264
"dgp30","coverage","bart_s-learner",9,1,200,1
"dgp30","ate_estimate","bart_s-learner",9,2,200,10.6916649382555
"dgp30","ate_bias","bart_s-learner",9,2,200,0.691664938255515
"dgp30","ci_length","bart_s-learner",9,2,200,1.80037389002231
"dgp30","coverage","bart_s-learner",9,2,200,1
"dgp30","ate_estimate","bart_s-learner",9,3,200,10.7672111150456
"dgp30","ate_bias","bart_s-learner",9,3,200,0.767211115045594
"dgp30","ci_length","bart_s-learner",9,3,200,1.74475775356623
"dgp30","coverage","bart_s-learner",9,3,200,1
"dgp30","ate_estimate","bart_s-learner",9,5,200,10.9104313988307
"dgp30","ate_bias","bart_s-learner",9,5,200,0.910431398830665
"dgp30","ci_length","bart_s-learner",9,5,200,1.81527588512413
"dgp30","coverage","bart_s-learner",9,5,200,0
"dgp30","ate_estimate","bart_s-learner",10,1,75,10.040880473481
"dgp30","ate_bias","bart_s-learner",10,1,75,0.0408804734810424
"dgp30","ci_length","bart_s-learner",10,1,75,1.75023358199811
