"dgp","metric","model","iteration","ps_model","regression_model","value"
"dgp29","ate_estimate","bart_ps-bart",16,"bart","linear_basic",4.56269226597179
"dgp29","ate_bias","bart_ps-bart",16,"bart","linear_basic",-0.562692265971788
"dgp29","ci_length","bart_ps-bart",16,"bart","linear_basic",1.55407863058816
"dgp29","coverage","bart_ps-bart",16,"bart","linear_basic",1
"dgp29","ate_estimate","bart_ps-bart",17,"bart","linear_basic",3.89780730330614
"dgp29","ate_bias","bart_ps-bart",17,"bart","linear_basic",0.102192696693856
"dgp29","ci_length","bart_ps-bart",17,"bart","linear_basic",1.51590557607009
"dgp29","coverage","bart_ps-bart",17,"bart","linear_basic",1
"dgp29","ate_estimate","bart_ps-bart",18,"bart","linear_basic",3.71923539761116
"dgp29","ate_bias","bart_ps-bart",18,"bart","linear_basic",0.280764602388841
"dgp29","ci_length","bart_ps-bart",18,"bart","linear_basic",1.52522048204064
"dgp29","coverage","bart_ps-bart",18,"bart","linear_basic",1
"dgp29","ate_estimate","bart_ps-bart",19,"bart","linear_basic",3.81469304303144
"dgp29","ate_bias","bart_ps-bart",19,"bart","linear_basic",0.18530695696856
"dgp29","ci_length","bart_ps-bart",19,"bart","linear_basic",1.6093554591033
"dgp29","coverage","bart_ps-bart",19,"bart","linear_basic",1
"dgp29","ate_estimate","bart_ps-bart",20,"bart","linear_basic",4.25891444458899
"dgp29","ate_bias","bart_ps-bart",20,"bart","linear_basic",-0.258914444588994
"dgp29","ci_length","bart_ps-bart",20,"bart","linear_basic",1.65542744713428
"dgp29","coverage","bart_ps-bart",20,"bart","linear_basic",1
"dgp30","ate_estimate","bart_ps-bart",1,"bart","linear_basic",11.4168351161734
"dgp30","ate_bias","bart_ps-bart",1,"bart","linear_basic",-1.41683511617338
"dgp30","ci_length","bart_ps-bart",1,"bart","linear_basic",3.34531776997599
"dgp30","coverage","bart_ps-bart",1,"bart","linear_basic",1
"dgp30","ate_estimate","bart_ps-bart",2,"bart","linear_basic",10.599242889226
"dgp30","ate_bias","bart_ps-bart",2,"bart","linear_basic",-0.599242889225978
"dgp30","ci_length","bart_ps-bart",2,"bart","linear_basic",2.969584624853
"dgp30","coverage","bart_ps-bart",2,"bart","linear_basic",1
"dgp30","ate_estimate","bart_ps-bart",3,"bart","linear_basic",10.9778830796884
"dgp30","ate_bias","bart_ps-bart",3,"bart","linear_basic",-0.977883079688446
"dgp30","ci_length","bart_ps-bart",3,"bart","linear_basic",3.27373348632944
"dgp30","coverage","bart_ps-bart",3,"bart","linear_basic",1
"dgp30","ate_estimate","bart_ps-bart",4,"bart","linear_basic",11.3205589534965
"dgp30","ate_bias","bart_ps-bart",4,"bart","linear_basic",-1.32055895349655
"dgp30","ci_length","bart_ps-bart",4,"bart","linear_basic",3.27258600618586
"dgp30","coverage","bart_ps-bart",4,"bart","linear_basic",1
"dgp30","ate_estimate","bart_ps-bart",5,"bart","linear_basic",10.5055197097678
"dgp30","ate_bias","bart_ps-bart",5,"bart","linear_basic",-0.505519709767833
"dgp30","ci_length","bart_ps-bart",5,"bart","linear_basic",2.85786441846108
"dgp30","coverage","bart_ps-bart",5,"bart","linear_basic",1
"dgp30","ate_estimate","bart_ps-bart",6,"bart","linear_basic",11.4484742358129
"dgp30","ate_bias","bart_ps-bart",6,"bart","linear_basic",-1.44847423581291
"dgp30","ci_length","bart_ps-bart",6,"bart","linear_basic",3.54776384668309
"dgp30","coverage","bart_ps-bart",6,"bart","linear_basic",1
